Date,State,Confirmed,Recovered,Deceased
15-03-2021,Assam,217817,215106,1099
15-03-2021,Bihar,263051,261171,1552
15-03-2021,Chandigarh,23244,21720,358
15-03-2021,Chhattisgarh,317974,309979,3897
15-03-2021,Delhi,644064,630799,10944
15-03-2021,Dadra and Nagar Haveli and Daman and Diu,3422,3360,2
15-03-2021,Goa,56006,54424,807
15-03-2021,Gujarat,279097,269955,4425
15-03-2021,Himachal Pradesh,59750,57982,997
15-03-2021,Haryana,275557,269268,3077
15-03-2021,Jharkhand,120696,119046,1093
15-03-2021,Jammu and Kashmir,127734,124823,1974
15-03-2021,Karnataka,961204,939928,12397
15-03-2021,Kerala,1092325,1060560,4408
15-03-2021,Ladakh,9852,9688,130
15-03-2021,Lakshadweep,607,412,1
15-03-2021,Maharashtra,2329464,2144743,52909
15-03-2021,Meghalaya,13997,13820,148
15-03-2021,Manipur,29313,28916,373
15-03-2021,Madhya Pradesh,269391,260477,3890
15-03-2021,Mizoram,4437,4417,10
15-03-2021,Nagaland,12225,11966,91
15-03-2021,Odisha,338258,335730,1971
15-03-2021,Punjab,199573,181532,6099
15-03-2021,Puducherry,40044,39186,672
15-03-2021,Rajasthan,323220,317858,2790
15-03-2021,Sikkim,6184,5911,135
15-03-2021,Telangana,301318,297681,1654
15-03-2021,Tamil Nadu,860562,842862,12551
15-03-2021,Tripura,33426,33003,388
15-03-2021,India,11409596,11025631,158892
15-03-2021,Uttar Pradesh,605441,594855,8748
15-03-2021,Uttarakhand,97866,94168,1704
15-03-2021,West Bengal,578598,565156,10295
16-03-2021,Andaman and Nicobar Islands,5032,4967,62
16-03-2021,Andhra Pradesh,892269,883505,7185
16-03-2021,Arunachal Pradesh,16841,16783,56
16-03-2021,Assam,217839,215127,1099
16-03-2021,Bihar,263100,261200,1553
16-03-2021,Chandigarh,23391,21833,359
16-03-2021,Chhattisgarh,318830,310260,3909
16-03-2021,Delhi,644489,631056,10945
16-03-2021,Dadra and Nagar Haveli and Daman and Diu,3427,3369,2
16-03-2021,Goa,56100,54497,811
16-03-2021,Gujarat,280051,270658,4427
16-03-2021,Himachal Pradesh,59869,58037,998
16-03-2021,Haryana,276080,269517,3079
16-03-2021,Jharkhand,120772,119100,1094
16-03-2021,Jammu and Kashmir,127831,124882,1976
16-03-2021,Karnataka,962339,940489,12403
16-03-2021,Kerala,1094295,1063444,4423
16-03-2021,Ladakh,9863,9690,130
16-03-2021,Lakshadweep,626,453,1
16-03-2021,Maharashtra,2347328,2154253,52996
16-03-2021,Meghalaya,14000,13821,148
16-03-2021,Manipur,29315,28918,373
16-03-2021,Madhya Pradesh,270208,261031,3891
16-03-2021,Mizoram,4439,4417,10
16-03-2021,Nagaland,12225,11966,91
16-03-2021,Odisha,338323,335796,1971
16-03-2021,Punjab,201036,182283,6137
16-03-2021,Puducherry,40068,39215,673
16-03-2021,Rajasthan,323461,318009,2791
16-03-2021,Sikkim,6191,5915,135
16-03-2021,Telangana,301522,297851,1656
16-03-2021,Tamil Nadu,861429,843423,12556
16-03-2021,Tripura,33437,33006,388
16-03-2021,India,11438465,11043377,159079
16-03-2021,Uttar Pradesh,605655,594993,8750
16-03-2021,Uttarakhand,97931,94215,1704
16-03-2021,West Bengal,578853,565398,10297
17-03-2021,Andaman and Nicobar Islands,5035,4967,62
17-03-2021,Andhra Pradesh,892522,883642,7186
17-03-2021,Arunachal Pradesh,16841,16783,56
17-03-2021,Assam,217872,215146,1099
17-03-2021,Bihar,263158,261240,1554
17-03-2021,Chandigarh,23592,21903,359
17-03-2021,Chhattisgarh,319717,310503,3915
17-03-2021,Delhi,645025,631375,10948
17-03-2021,Dadra and Nagar Haveli and Daman and Diu,3427,3369,2
17-03-2021,Goa,56173,54556,812
17-03-2021,Gujarat,281173,271433,4430
17-03-2021,Himachal Pradesh,60036,58089,998
17-03-2021,Haryana,276635,269812,3083
17-03-2021,Jharkhand,120854,119160,1094
17-03-2021,Jammu and Kashmir,127957,124972,1977
17-03-2021,Karnataka,963614,940968,12407
17-03-2021,Kerala,1096393,1066259,4436
17-03-2021,Ladakh,9865,9691,130
17-03-2021,Lakshadweep,640,455,1
17-03-2021,Maharashtra,2370507,2163391,53080
17-03-2021,Meghalaya,14002,13824,148
17-03-2021,Manipur,29323,28922,373
17-03-2021,Madhya Pradesh,271040,261531,3893
17-03-2021,Mizoram,4442,4417,10
17-03-2021,Nagaland,12225,11973,91
17-03-2021,Odisha,338405,335857,1971
17-03-2021,Punjab,203049,183557,6172
17-03-2021,Puducherry,40120,39233,673
17-03-2021,Rajasthan,323774,318132,2791
17-03-2021,Sikkim,6194,5916,135
17-03-2021,Telangana,301769,298009,1659
17-03-2021,Tamil Nadu,862374,843999,12564
17-03-2021,Tripura,33438,33016,388
17-03-2021,India,11474303,11061170,159250
17-03-2021,Uttar Pradesh,605915,595150,8751
17-03-2021,Uttarakhand,98041,94250,1704
17-03-2021,West Bengal,579156,565670,10298
18-03-2021,Andaman and Nicobar Islands,5036,4969,62
18-03-2021,Andhra Pradesh,892740,883759,7186
18-03-2021,Arunachal Pradesh,16842,16783,56
18-03-2021,Assam,217905,215160,1100
18-03-2021,Bihar,263265,261304,1555
18-03-2021,Chandigarh,23803,21978,359
18-03-2021,Chhattisgarh,320783,310838,3920
18-03-2021,Delhi,645632,631759,10949
18-03-2021,Dadra and Nagar Haveli and Daman and Diu,3436,3374,2
18-03-2021,Goa,56271,54597,813
18-03-2021,Gujarat,282449,272332,4433
18-03-2021,Himachal Pradesh,60207,58150,1000
18-03-2021,Haryana,277268,270222,3089
18-03-2021,Jharkhand,120951,119232,1094
18-03-2021,Jammu and Kashmir,128097,125046,1978
18-03-2021,Karnataka,965102,941309,12415
18-03-2021,Kerala,1098292,1068378,4451
18-03-2021,Ladakh,9876,9695,130
18-03-2021,Lakshadweep,645,466,1
18-03-2021,Maharashtra,2396340,2175565,53138
18-03-2021,Meghalaya,14005,13825,148
18-03-2021,Manipur,29325,28924,373
18-03-2021,Madhya Pradesh,271957,262031,3894
18-03-2021,Mizoram,4445,4421,11
18-03-2021,Nagaland,12225,11973,91
18-03-2021,Odisha,338489,335923,1971
18-03-2021,Punjab,205418,184848,6204
18-03-2021,Puducherry,40201,39251,674
18-03-2021,Rajasthan,324101,318284,2794
18-03-2021,Sikkim,6196,5916,135
18-03-2021,Telangana,302047,298120,1662
18-03-2021,Tamil Nadu,863363,844568,12573
18-03-2021,Tripura,33441,33018,388
18-03-2021,India,11513990,11081526,159406
18-03-2021,Uttar Pradesh,606229,595259,8753
18-03-2021,Uttarakhand,98129,94311,1704
18-03-2021,West Bengal,579479,565938,10300
19-03-2021,Andaman and Nicobar Islands,5038,4969,62
19-03-2021,Andhra Pradesh,892986,883890,7187
19-03-2021,Arunachal Pradesh,16842,16783,56
19-03-2021,Assam,217924,215183,1100
19-03-2021,Bihar,263355,261362,1556
19-03-2021,Chandigarh,24017,22060,360
19-03-2021,Chhattisgarh,321880,311198,3929
19-03-2021,Delhi,646348,632230,10953
19-03-2021,Dadra and Nagar Haveli and Daman and Diu,3446,3376,2
19-03-2021,Goa,56371,54657,815
19-03-2021,Gujarat,283864,273280,4437
19-03-2021,Himachal Pradesh,60389,58248,1003
19-03-2021,Haryana,278140,270670,3090
19-03-2021,Jharkhand,121056,119307,1095
19-03-2021,Jammu and Kashmir,128249,125118,1979
19-03-2021,Karnataka,966689,942178,12425
19-03-2021,Kerala,1100276,1070343,4468
19-03-2021,Ladakh,9881,9698,130
19-03-2021,Lakshadweep,648,485,1
19-03-2021,Maharashtra,2422021,2189965,53208
19-03-2021,Meghalaya,14008,13829,148
19-03-2021,Manipur,29326,28929,373
19-03-2021,Madhya Pradesh,273097,262587,3901
19-03-2021,Mizoram,4445,4421,11
19-03-2021,Nagaland,12225,11978,91
19-03-2021,Odisha,338599,335994,1971
19-03-2021,Punjab,207888,186187,6242
19-03-2021,Puducherry,40262,39271,674
19-03-2021,Rajasthan,324503,318586,2796
19-03-2021,Sikkim,6199,5918,135
19-03-2021,Telangana,302360,298262,1664
19-03-2021,Tamil Nadu,864450,845178,12582
19-03-2021,Tripura,33451,33019,388
19-03-2021,India,11554896,11105149,159594
19-03-2021,Uttar Pradesh,606609,595382,8757
19-03-2021,Uttarakhand,98228,94380,1704
19-03-2021,West Bengal,579826,566228,10301
20-03-2021,Andaman and Nicobar Islands,5038,4969,62
20-03-2021,Andhra Pradesh,893366,884094,7189
20-03-2021,Arunachal Pradesh,16842,16783,56
20-03-2021,Assam,217951,215201,1100
20-03-2021,Bihar,263443,261413,1557
20-03-2021,Chandigarh,24220,22142,361
20-03-2021,Chhattisgarh,323153,311520,3940
20-03-2021,Delhi,647161,632797,10955
20-03-2021,Dadra and Nagar Haveli and Daman and Diu,3453,3377,2
20-03-2021,Goa,56525,54713,815
20-03-2021,Gujarat,285429,274249,4443
20-03-2021,Himachal Pradesh,60537,58315,1004
20-03-2021,Haryana,278961,271038,3093
20-03-2021,Jharkhand,121179,119361,1095
20-03-2021,Jammu and Kashmir,128389,125218,1980
20-03-2021,Karnataka,968487,943208,12432
20-03-2021,Kerala,1102354,1072554,4483
20-03-2021,Ladakh,9906,9703,130
20-03-2021,Lakshadweep,648,512,1
20-03-2021,Maharashtra,2449147,2203553,53300
20-03-2021,Meghalaya,14012,13835,149
20-03-2021,Manipur,29332,28931,373
20-03-2021,Madhya Pradesh,274405,263158,3903
20-03-2021,Mizoram,4446,4421,11
20-03-2021,Nagaland,12225,11978,91
20-03-2021,Odisha,338719,336066,1971
20-03-2021,Punjab,210466,187198,6280
20-03-2021,Puducherry,40322,39295,674
20-03-2021,Rajasthan,324948,318842,2796
20-03-2021,Sikkim,6204,5919,135
20-03-2021,Telangana,302724,298451,1666
20-03-2021,Tamil Nadu,865693,845812,12590
20-03-2021,Tripura,33456,33020,388
20-03-2021,India,11598711,11128120,159790
20-03-2021,Uttar Pradesh,607050,595518,8758
20-03-2021,Uttarakhand,98311,94430,1704
20-03-2021,West Bengal,580209,566526,10303
21-03-2021,Andaman and Nicobar Islands,5039,4969,62
21-03-2021,Andhra Pradesh,893734,884357,7189
21-03-2021,Arunachal Pradesh,16842,16783,56
21-03-2021,Assam,217976,215213,1100
21-03-2021,Bihar,263569,261487,1559
21-03-2021,Chandigarh,24459,22225,362
21-03-2021,Chhattisgarh,324153,311761,3950
21-03-2021,Delhi,647984,633410,10956
21-03-2021,Dadra and Nagar Haveli and Daman and Diu,3463,3379,2
21-03-2021,Goa,56623,54792,818
21-03-2021,Gujarat,287009,275238,4450
21-03-2021,Himachal Pradesh,60678,58398,1005
21-03-2021,Haryana,279828,271375,3098
21-03-2021,Jharkhand,121262,119409,1096
21-03-2021,Jammu and Kashmir,128547,125276,1981
21-03-2021,Karnataka,970202,944256,12434
21-03-2021,Kerala,1104229,1074805,4496
21-03-2021,Ladakh,9908,9704,130
21-03-2021,Lakshadweep,666,532,1
21-03-2021,Maharashtra,2479682,2214867,53399
21-03-2021,Meghalaya,14012,13835,149
21-03-2021,Manipur,29335,28933,373
21-03-2021,Madhya Pradesh,275727,263821,3906
21-03-2021,Mizoram,4447,4421,11
21-03-2021,Nagaland,12225,11978,91
21-03-2021,Odisha,338817,336124,1972
21-03-2021,Punjab,213110,188529,6324
21-03-2021,Puducherry,40386,39316,675
21-03-2021,Rajasthan,325424,319041,2798
21-03-2021,Sikkim,6206,5920,135
21-03-2021,Telangana,303118,298645,1669
21-03-2021,Tamil Nadu,866982,846480,12599
21-03-2021,Tripura,33461,33020,388
21-03-2021,India,11645720,11149325,160003
21-03-2021,Uttar Pradesh,607538,595743,8759
21-03-2021,Uttarakhand,98448,94462,1704
21-03-2021,West Bengal,580631,566821,10306
22-03-2021,Andaman and Nicobar Islands,5039,4969,62
22-03-2021,Andhra Pradesh,894044,884471,7191
22-03-2021,Arunachal Pradesh,16842,16784,56
22-03-2021,Assam,218006,215235,1101
22-03-2021,Bihar,263659,261537,1561
22-03-2021,Chandigarh,24667,22325,363
22-03-2021,Chhattisgarh,325678,312511,3962
22-03-2021,Delhi,648872,633975,10963
22-03-2021,Dadra and Nagar Haveli and Daman and Diu,3467,3383,2
22-03-2021,Goa,56708,54873,818
22-03-2021,Gujarat,288649,276348,4454
22-03-2021,Himachal Pradesh,60878,58466,1008
22-03-2021,Haryana,280693,271894,3101
22-03-2021,Jharkhand,121372,119478,1097
22-03-2021,Jammu and Kashmir,128679,125362,1981
22-03-2021,Karnataka,971647,944917,12444
22-03-2021,Kerala,1105468,1076571,4508
22-03-2021,Ladakh,9920,9707,130
22-03-2021,Lakshadweep,691,576,1
22-03-2021,Maharashtra,2504327,2234330,53457
22-03-2021,Meghalaya,14016,13838,149
22-03-2021,Manipur,29339,28933,373
22-03-2021,Madhya Pradesh,277075,264575,3908
22-03-2021,Mizoram,4448,4421,11
22-03-2021,Nagaland,12225,11978,91
22-03-2021,Odisha,338963,336206,1972
22-03-2021,Punjab,215409,190399,6382
22-03-2021,Puducherry,40433,39345,676
22-03-2021,Rajasthan,326026,319217,2803
22-03-2021,Sikkim,6206,5925,135
22-03-2021,Telangana,303455,298826,1671
22-03-2021,Tamil Nadu,868367,847139,12609
22-03-2021,Tripura,33461,33020,388
22-03-2021,India,11686356,11179104,160200
22-03-2021,Uttar Pradesh,608076,595920,8760
22-03-2021,Uttarakhand,98552,94533,1704
22-03-2021,West Bengal,580999,567117,10308
23-03-2021,Andaman and Nicobar Islands,5039,4972,62
23-03-2021,Andhra Pradesh,894536,884727,7193
23-03-2021,Arunachal Pradesh,16842,16784,56
23-03-2021,Assam,218058,215262,1102
23-03-2021,Bihar,263770,261583,1563
23-03-2021,Chandigarh,24881,22451,364
23-03-2021,Chhattisgarh,327588,313115,3982
23-03-2021,Delhi,649973,634595,10967
23-03-2021,Dadra and Nagar Haveli and Daman and Diu,3474,3385,2
23-03-2021,Goa,56841,54931,821
23-03-2021,Gujarat,290379,277603,4458
23-03-2021,Himachal Pradesh,61035,58550,1012
23-03-2021,Haryana,281588,272335,3104
23-03-2021,Jharkhand,121502,119549,1098
23-03-2021,Jammu and Kashmir,128836,125443,1983
23-03-2021,Karnataka,973657,945594,12449
23-03-2021,Kerala,1107453,1078743,4518
23-03-2021,Ladakh,9929,9709,130
23-03-2021,Lakshadweep,697,587,1
23-03-2021,Maharashtra,2533026,2247495,53589
23-03-2021,Meghalaya,14017,13843,149
23-03-2021,Manipur,29352,28935,373
23-03-2021,Madhya Pradesh,278577,265373,3912
23-03-2021,Mizoram,4451,4423,11
23-03-2021,Nagaland,12225,11978,91
23-03-2021,Odisha,339076,336266,1972
23-03-2021,Punjab,217663,191825,6435
23-03-2021,Puducherry,40520,39363,677
23-03-2021,Rajasthan,326506,319437,2807
23-03-2021,Sikkim,6208,5934,135
23-03-2021,Telangana,303867,299042,1674
23-03-2021,Tamil Nadu,869804,848041,12618
23-03-2021,Tripura,33467,33021,389
23-03-2021,India,11733595,11203017,160477
23-03-2021,Uttar Pradesh,608709,596101,8764
23-03-2021,Uttarakhand,98646,94585,1706
23-03-2021,West Bengal,581403,567437,10310
24-03-2021,Andaman and Nicobar Islands,5041,4973,62
24-03-2021,Andhra Pradesh,895121,884978,7197
24-03-2021,Arunachal Pradesh,16842,16785,56
24-03-2021,Assam,218099,215277,1103
24-03-2021,Bihar,263940,261648,1565
24-03-2021,Chandigarh,25130,22587,365
24-03-2021,Chhattisgarh,329694,313749,4011
24-03-2021,Delhi,651227,635364,10973
24-03-2021,Dadra and Nagar Haveli and Daman and Diu,3485,3390,2
24-03-2021,Goa,56981,55004,821
24-03-2021,Gujarat,292169,278880,4466
24-03-2021,Himachal Pradesh,61301,58615,1014
24-03-2021,Haryana,282569,272714,3110
24-03-2021,Jharkhand,121696,119626,1100
24-03-2021,Jammu and Kashmir,129031,125535,1983
24-03-2021,Karnataka,975955,946589,12461
24-03-2021,Kerala,1109909,1080803,4528
24-03-2021,Ladakh,9942,9711,130
24-03-2021,Lakshadweep,699,588,1
24-03-2021,Maharashtra,2564881,2262593,53684
24-03-2021,Meghalaya,14019,13848,149
24-03-2021,Manipur,29362,28935,374
24-03-2021,Madhya Pradesh,280289,266323,3919
24-03-2021,Mizoram,4452,4425,11
24-03-2021,Nagaland,12226,11979,91
24-03-2021,Odisha,339246,336337,1972
24-03-2021,Punjab,220276,193280,6474
24-03-2021,Puducherry,40645,39380,679
24-03-2021,Rajasthan,327175,319695,2808
24-03-2021,Sikkim,6210,5935,135
24-03-2021,Telangana,304298,299270,1676
24-03-2021,Tamil Nadu,871440,849064,12630
24-03-2021,Tripura,33476,33021,389
24-03-2021,India,11787014,11229592,160726
24-03-2021,Uttar Pradesh,609443,596286,8769
24-03-2021,Uttarakhand,98880,94634,1706
24-03-2021,West Bengal,581865,567771,10312
25-03-2021,Andaman and Nicobar Islands,5042,4974,62
25-03-2021,Andhra Pradesh,895879,885209,7201
25-03-2021,Arunachal Pradesh,16842,16785,56
25-03-2021,Assam,218139,215299,1104
25-03-2021,Bihar,264198,261706,1567
25-03-2021,Chandigarh,25356,22702,368
25-03-2021,Chhattisgarh,332113,314769,4026
25-03-2021,Delhi,652742,636267,10978
25-03-2021,Dadra and Nagar Haveli and Daman and Diu,3511,3394,2
25-03-2021,Goa,57170,55070,822
25-03-2021,Gujarat,294130,280285,4473
25-03-2021,Himachal Pradesh,61616,58679,1016
25-03-2021,Haryana,283622,273276,3117
25-03-2021,Jharkhand,121974,119698,1100
25-03-2021,Jammu and Kashmir,129203,125627,1983
25-03-2021,Karnataka,978478,947781,12471
25-03-2021,Kerala,1111898,1082668,4540
25-03-2021,Ladakh,9948,9713,130
25-03-2021,Lakshadweep,708,591,1
25-03-2021,Maharashtra,2600833,2283037,53795
25-03-2021,Meghalaya,14022,13849,150
25-03-2021,Manipur,29367,28936,374
25-03-2021,Madhya Pradesh,282174,267242,3928
25-03-2021,Mizoram,4454,4425,11
25-03-2021,Nagaland,12228,11979,91
25-03-2021,Odisha,339460,336409,1972
25-03-2021,Punjab,222937,195015,6517
25-03-2021,Puducherry,40740,39389,679
25-03-2021,Rajasthan,327890,319933,2808
25-03-2021,Sikkim,6212,5940,135
25-03-2021,Telangana,304791,299427,1680
25-03-2021,Tamil Nadu,873219,850091,12641
25-03-2021,Tripura,33477,33022,389
25-03-2021,India,11846099,11262508,160983
25-03-2021,Uttar Pradesh,610273,596451,8773
25-03-2021,Uttarakhand,99072,94755,1707
25-03-2021,West Bengal,582381,568115,10316
26-03-2021,Andaman and Nicobar Islands,5043,4974,62
26-03-2021,Andhra Pradesh,896863,885515,7203
26-03-2021,Arunachal Pradesh,16843,16785,56
26-03-2021,Assam,218176,215325,1104
26-03-2021,Bihar,264409,261839,1569
26-03-2021,Chandigarh,25604,22840,372
26-03-2021,Chhattisgarh,334778,315423,4048
26-03-2021,Delhi,654276,637238,10987
26-03-2021,Dadra and Nagar Haveli and Daman and Diu,3528,3395,2
26-03-2021,Goa,57283,55181,823
26-03-2021,Gujarat,296320,281707,4479
26-03-2021,Himachal Pradesh,61967,58807,1017
26-03-2021,Haryana,284944,274024,3125
26-03-2021,Jharkhand,122282,119779,1103
26-03-2021,Jammu and Kashmir,129413,125748,1984
26-03-2021,Karnataka,981044,948988,12484
26-03-2021,Kerala,1113723,1084585,4554
26-03-2021,Ladakh,9965,9724,130
26-03-2021,Lakshadweep,714,609,1
26-03-2021,Maharashtra,2637735,2300056,53907
26-03-2021,Meghalaya,14029,13853,150
26-03-2021,Manipur,29373,28939,374
26-03-2021,Madhya Pradesh,284265,268290,3937
26-03-2021,Mizoram,4460,4425,11
26-03-2021,Nagaland,12229,11979,91
26-03-2021,Odisha,339694,336482,1972
26-03-2021,Punjab,226059,196831,6576
26-03-2021,Puducherry,40836,39402,679
26-03-2021,Rajasthan,328743,320199,2811
26-03-2021,Sikkim,6215,5942,135
26-03-2021,Telangana,305309,299631,1683
26-03-2021,Tamil Nadu,875190,851222,12650
26-03-2021,Tripura,33477,33022,389
26-03-2021,India,11908375,11292849,161275
26-03-2021,Uttar Pradesh,611301,596698,8779
26-03-2021,Uttarakhand,99258,94916,1708
26-03-2021,West Bengal,583027,568476,10320
27-03-2021,Andaman and Nicobar Islands,5044,4975,62
27-03-2021,Andhra Pradesh,897810,885892,7203
27-03-2021,Arunachal Pradesh,16845,16785,56
27-03-2021,Assam,218222,215348,1104
27-03-2021,Bihar,264604,261917,1571
27-03-2021,Chandigarh,25898,22992,374
27-03-2021,Chhattisgarh,337940,316043,4061
27-03-2021,Delhi,655834,638212,10997
27-03-2021,Dadra and Nagar Haveli and Daman and Diu,3554,3400,2
27-03-2021,Goa,57453,55250,824
27-03-2021,Gujarat,298596,283241,4484
27-03-2021,Himachal Pradesh,62383,58981,1020
27-03-2021,Haryana,286327,274785,3132
27-03-2021,Jharkhand,122622,119878,1107
27-03-2021,Jammu and Kashmir,129684,125886,1985
27-03-2021,Karnataka,983930,950167,12492
27-03-2021,Kerala,1115778,1086669,4568
27-03-2021,Ladakh,9974,9727,130
27-03-2021,Lakshadweep,714,620,1
27-03-2021,Maharashtra,2673461,2314579,54073
27-03-2021,Meghalaya,14031,13855,150
27-03-2021,Manipur,29376,28944,374
27-03-2021,Madhya Pradesh,286407,269465,3947
27-03-2021,Mizoram,4463,4426,11
27-03-2021,Nagaland,12229,11979,91
27-03-2021,Odisha,339904,336571,1973
27-03-2021,Punjab,228864,198972,6621
27-03-2021,Puducherry,40964,39438,680
27-03-2021,Rajasthan,329595,320426,2811
27-03-2021,Sikkim,6226,5944,135
27-03-2021,Telangana,305804,299878,1685
27-03-2021,Tamil Nadu,877279,852463,12659
27-03-2021,Tripura,33487,33024,389
27-03-2021,India,11971007,11321577,161586
27-03-2021,Uttar Pradesh,612351,596953,8783
27-03-2021,Uttarakhand,99515,94983,1709
27-03-2021,West Bengal,583839,568909,10322
28-03-2021,Andaman and Nicobar Islands,5046,4976,62
28-03-2021,Andhra Pradesh,898815,886216,7205
28-03-2021,Arunachal Pradesh,16845,16785,56
28-03-2021,Assam,218270,215366,1104
28-03-2021,Bihar,264955,262036,1572
28-03-2021,Chandigarh,26194,23184,377
28-03-2021,Chhattisgarh,340093,316778,4076
28-03-2021,Delhi,657715,639164,11006
28-03-2021,Dadra and Nagar Haveli and Daman and Diu,3581,3410,2
28-03-2021,Goa,57584,55354,826
28-03-2021,Gujarat,300866,284846,4492
28-03-2021,Himachal Pradesh,62660,59138,1023
28-03-2021,Haryana,287719,275458,3141
28-03-2021,Jharkhand,122936,119954,1110
28-03-2021,Jammu and Kashmir,129993,126003,1989
28-03-2021,Karnataka,987012,951452,12504
28-03-2021,Kerala,1117994,1088522,4580
28-03-2021,Ladakh,9974,9736,130
28-03-2021,Lakshadweep,715,652,1
28-03-2021,Maharashtra,2713875,2332453,54181
28-03-2021,Meghalaya,14032,13856,150
28-03-2021,Manipur,29385,28948,374
28-03-2021,Madhya Pradesh,288683,270540,3958
28-03-2021,Mizoram,4465,4428,11
28-03-2021,Nagaland,12230,11980,91
28-03-2021,Odisha,340194,336691,1973
28-03-2021,Punjab,231734,201127,6690
28-03-2021,Puducherry,41101,39514,680
28-03-2021,Rajasthan,330676,320704,2813
28-03-2021,Sikkim,6227,5951,135
28-03-2021,Telangana,306339,300156,1688
28-03-2021,Tamil Nadu,879473,853733,12670
28-03-2021,Tripura,33487,33024,389
28-03-2021,India,12039213,11353846,161881
28-03-2021,Uttar Pradesh,613798,597320,8786
28-03-2021,Uttarakhand,99881,95025,1712
28-03-2021,West Bengal,584666,569366,10324
29-03-2021,Andaman and Nicobar Islands,5052,4976,62
29-03-2021,Andhra Pradesh,899812,886498,7210
29-03-2021,Arunachal Pradesh,16845,16785,56
29-03-2021,Assam,218310,215390,1104
29-03-2021,Bihar,265194,262133,1573
29-03-2021,Chandigarh,26468,23345,377
29-03-2021,Chhattisgarh,341516,317239,4096
29-03-2021,Delhi,659619,640575,11012
29-03-2021,Dadra and Nagar Haveli and Daman and Diu,3597,3415,2
29-03-2021,Goa,57712,55455,828
29-03-2021,Gujarat,303118,286577,4500
29-03-2021,Himachal Pradesh,62981,59303,1026
29-03-2021,Haryana,288714,276259,3143
29-03-2021,Jharkhand,123091,120012,1110
29-03-2021,Jammu and Kashmir,130228,126129,1989
29-03-2021,Karnataka,989804,953416,12520
29-03-2021,Kerala,1119543,1090419,4591
29-03-2021,Ladakh,10007,9742,130
29-03-2021,Lakshadweep,715,664,1
29-03-2021,Maharashtra,2745518,2353307,54283
29-03-2021,Meghalaya,14034,13858,150
29-03-2021,Manipur,29391,28950,374
29-03-2021,Madhya Pradesh,291006,271889,3967
29-03-2021,Mizoram,4465,4428,11
29-03-2021,Nagaland,12233,11980,91
29-03-2021,Odisha,340402,336809,1974
29-03-2021,Punjab,234602,203710,6749
29-03-2021,Puducherry,41226,39554,681
29-03-2021,Rajasthan,331578,320971,2813
29-03-2021,Sikkim,6227,5952,135
29-03-2021,Telangana,306742,300469,1690
29-03-2021,Tamil Nadu,881752,855085,12684
29-03-2021,Tripura,33490,33029,389
29-03-2021,India,12095365,11390835,162147
29-03-2021,Uttar Pradesh,615078,597619,8790
29-03-2021,Uttarakhand,99990,95065,1711
29-03-2021,West Bengal,585305,569828,10325
30-03-2021,Andaman and Nicobar Islands,5081,4976,62
30-03-2021,Andhra Pradesh,900805,886978,7213
30-03-2021,Arunachal Pradesh,16845,16785,56
30-03-2021,Assam,218363,215413,1104
30-03-2021,Bihar,265268,262238,1574
30-03-2021,Chandigarh,26733,23523,379
30-03-2021,Chhattisgarh,344624,318436,4131
30-03-2021,Delhi,660611,642166,11016
30-03-2021,Dadra and Nagar Haveli and Daman and Diu,3609,3425,2
30-03-2021,Goa,57839,55591,829
30-03-2021,Gujarat,305338,288565,4510
30-03-2021,Himachal Pradesh,63320,59442,1032
30-03-2021,Haryana,289694,277110,3147
30-03-2021,Jharkhand,123509,120142,1113
30-03-2021,Jammu and Kashmir,130587,126304,1990
30-03-2021,Karnataka,992779,954678,12541
30-03-2021,Kerala,1121932,1092365,4607
30-03-2021,Ladakh,10119,9767,130
30-03-2021,Lakshadweep,718,673,1
30-03-2021,Maharashtra,2773436,2377127,54422
30-03-2021,Meghalaya,14056,13861,150
30-03-2021,Manipur,29393,28952,374
30-03-2021,Madhya Pradesh,293179,273168,3977
30-03-2021,Mizoram,4468,4434,11
30-03-2021,Nagaland,12233,11980,91
30-03-2021,Odisha,340620,336930,1974
30-03-2021,Punjab,236790,206246,6813
30-03-2021,Puducherry,41341,39648,682
30-03-2021,Rajasthan,332243,321275,2813
30-03-2021,Sikkim,6233,5953,135
30-03-2021,Telangana,307205,300833,1694
30-03-2021,Tamil Nadu,884094,856548,12700
30-03-2021,Tripura,33490,33029,389
30-03-2021,India,12148602,11432077,162502
30-03-2021,Uttar Pradesh,615996,598001,8800
30-03-2021,Uttarakhand,100118,95212,1713
30-03-2021,West Bengal,585933,570303,10327
31-03-2021,Andaman and Nicobar Islands,5083,4976,62
31-03-2021,Andhra Pradesh,901989,887434,7217
31-03-2021,Arunachal Pradesh,16845,16785,56
31-03-2021,Assam,218412,215445,1105
31-03-2021,Bihar,265527,262371,1576
31-03-2021,Chandigarh,26999,23702,379
31-03-2021,Chhattisgarh,349187,319488,4170
31-03-2021,Delhi,662430,642565,11027
31-03-2021,Dadra and Nagar Haveli and Daman and Diu,3628,3433,2
31-03-2021,Goa,58039,55653,830
31-03-2021,Gujarat,307698,290569,4519
31-03-2021,Himachal Pradesh,63605,59581,1035
31-03-2021,Haryana,290800,277919,3155
31-03-2021,Jharkhand,124202,120264,1113
31-03-2021,Jammu and Kashmir,130960,126435,1994
31-03-2021,Karnataka,997004,956170,12567
31-03-2021,Kerala,1124585,1094404,4622
31-03-2021,Ladakh,10157,9771,130
